# 3 3091
 0.00000000E+000  0.00000000E+000 -3.14159265E+000
 5.00000000E-003  0.00000000E+000 -3.14159265E+000
 1.00000000E-002  0.00000000E+000 -3.14159265E+000
 1.50000000E-002  0.00000000E+000 -3.14159265E+000
 2.00000000E-002  0.00000000E+000 -3.14159265E+000
 2.50000000E-002  1.21971200E-004 -3.14002186E+000
 3.00000000E-002  3.04928000E-004 -3.14002186E+000
 3.50000000E-002  6.09856000E-004 -3.13845106E+000
 4.00000000E-002  1.03675520E-003 -3.13688026E+000
 4.50000000E-002  1.46365440E-003 -3.13530947E+000
 5.00000000E-002  2.01252480E-003 -3.13216788E+000
 5.50000000E-002  2.56139520E-003 -3.12902628E+000
 6.00000000E-002  3.17125120E-003 -3.12588469E+000
 6.50000000E-002  4.32997760E-003 -3.12117230E+000
 7.00000000E-002  4.63490560E-003 -3.11803071E+000
 7.50000000E-002  5.42771840E-003 -3.11488912E+000
 8.00000000E-002  6.28151680E-003 -3.11174752E+000
 8.50000000E-002  7.01334400E-003 -3.10703513E+000
 9.00000000E-002  7.98911360E-003 -3.10389354E+000
 9.50000000E-002  9.45276800E-003 -3.09603956E+000
 1.00000000E-001  9.87966720E-003 -3.09446876E+000
 1.05000000E-001  1.09164224E-002 -3.08975637E+000
 1.10000000E-001  1.19531776E-002 -3.08661478E+000
 1.15000000E-001  1.35997888E-002 -3.07876080E+000
 1.20000000E-001  1.40266880E-002 -3.07719000E+000
 1.25000000E-001  1.56732992E-002 -3.06933602E+000
 1.30000000E-001  1.63441408E-002 -3.06619443E+000
 1.35000000E-001  1.75028672E-002 -3.06148204E+000
 1.40000000E-001  1.86615936E-002 -3.05676965E+000
 1.45000000E-001  1.99422912E-002 -3.05205726E+000
 1.50000000E-001  2.09790464E-002 -3.04734487E+000
 1.55000000E-001  2.25646720E-002 -3.04106169E+000
 1.60000000E-001  2.34794560E-002 -3.03949089E+000
 1.65000000E-001  2.46381824E-002 -3.03477850E+000
 1.70000000E-001  2.59798656E-002 -3.03006611E+000
 1.75000000E-001  2.76264768E-002 -3.02378293E+000
 1.80000000E-001  2.84192896E-002 -3.02221213E+000
 1.85000000E-001  2.98829440E-002 -3.01749974E+000
 1.90000000E-001  3.09196992E-002 -3.01435815E+000
 1.95000000E-001  3.23223680E-002 -3.00964576E+000
 2.00000000E-001  3.36640512E-002 -3.00493337E+000
 2.05000000E-001  3.54326336E-002 -3.00022098E+000
 2.10000000E-001  3.62254464E-002 -2.99865019E+000
 2.15000000E-001  3.76891008E-002 -2.99393780E+000
 2.20000000E-001  3.86648704E-002 -2.99236700E+000
 2.25000000E-001  3.96406400E-002 -2.98922541E+000
 2.30000000E-001  4.01285248E-002 -2.98922541E+000
 2.35000000E-001  4.01285248E-002 -2.99236700E+000
 2.40000000E-001  4.00065536E-002 -2.99865019E+000
 2.45000000E-001  3.95796544E-002 -3.00336258E+000
 2.50000000E-001  3.89697984E-002 -3.00964576E+000
