# 2 232
 0.00000000E+000  0.00000000E+000
 3.00301995E+000  0.00000000E+000
 3.05357436E+000  0.00000000E+000
 3.10412877E+000  0.00000000E+000
 3.15468319E+000  0.00000000E+000
 3.20523760E+000  0.00000000E+000
 3.25579201E+000  0.00000000E+000
 3.30634642E+000  0.00000000E+000
 3.35690083E+000  0.00000000E+000
 3.40745524E+000  0.00000000E+000
 3.45800966E+000  0.00000000E+000
 3.50856407E+000  0.00000000E+000
 3.55911848E+000  0.00000000E+000
 3.60967289E+000  0.00000000E+000
 3.66022730E+000  0.00000000E+000
 3.71078171E+000  0.00000000E+000
 3.76133612E+000  0.00000000E+000
 3.81189054E+000  0.00000000E+000
 3.86244495E+000  0.00000000E+000
 3.91259113E+000  0.00000000E+000
 3.96278907E+000  0.00000000E+000
 4.01298701E+000  0.00000000E+000
 4.06318494E+000  0.00000000E+000
 4.11338288E+000  0.00000000E+000
 4.16358082E+000  0.00000000E+000
 4.21377876E+000  0.00000000E+000
 4.26379044E+000  0.00000000E+000
 4.31382288E+000  0.00000000E+000
 4.36385533E+000  0.00000000E+000
 4.41388777E+000  0.00000000E+000
 4.46392022E+000  0.00000000E+000
 4.51395267E+000  0.00000000E+000
 4.56398511E+000  0.00000000E+000
 4.61401756E+000  0.00000000E+000
 4.66405000E+000  0.00000000E+000
 4.71408245E+000  0.00000000E+000
 4.76411490E+000  0.00000000E+000
 4.81414734E+000  0.00000000E+000
 4.86417979E+000  0.00000000E+000
 4.91421223E+000  0.00000000E+000
 4.96424468E+000  0.00000000E+000
 5.01435141E+000 -1.50000000E+001
 5.06448026E+000 -1.50000000E+001
 5.11462831E+000  1.50000000E+001
 5.16466762E+000  1.50000000E+001
 5.21483747E+000  1.50000000E+001
 5.26513191E+000  1.50000000E+001
 5.31516405E+000  1.00398981E+001
 5.36527873E+000 -8.06506235E+000
 5.41539901E+000 -4.07342074E+000
 5.46556309E+000 -1.55334149E+000
 5.51591529E+000 -8.61440900E-001
 5.56615826E+000 -1.57788099E-001
 5.61673381E+000  4.73394601E-001
 5.66732553E+000  8.13210298E-001
 5.71734906E+000  9.11188793E-001
 5.76757780E+000  8.64361509E-001
 5.81817492E+000  7.41519351E-001
 5.86874429E+000  5.95529527E-001
 5.91883130E+000  4.61466655E-001
 5.96920834E+000  3.53228273E-001
 6.01992894E+000  2.74578894E-001
 6.07108146E+000  2.22011834E-001
 6.12191540E+000  1.89279766E-001
 6.17292715E+000  1.68732722E-001
 6.22452431E+000  1.54550413E-001
 6.27531881E+000  1.43182914E-001
 6.32536828E+000  1.32453327E-001
 6.37685746E+000  1.21095014E-001
 6.42879108E+000  1.09299939E-001
 6.47893454E+000  9.79445063E-002
 6.53162191E+000  8.65089140E-002
 6.58454657E+000  7.59153473E-002
